ORIGGPCD;ORIGGPFR;ORIGFDCD;ORIGFDNM;Energie, Règlement UE N° 1169/2011 (kJ/100g);Energie, Règlement UE N° 1169/2011 (kcal/100g);Energie, N x facteur Jones, avec fibres  (kJ/100g);Energie, N x facteur Jones, avec fibres  (kcal/100g);Eau (g/100g);Protéines (g/100g);Protéines brutes, N x 6.25 (g/100g);Glucides (g/100g);Lipides (g/100g);Sucres (g/100g);Amidon (g/100g);Fibres alimentaires (g/100g);Polyols totaux (g/100g);Cendres (g/100g);Alcool (g/100g);Acides organiques (g/100g);AG saturés (g/100g);AG monoinsaturés (g/100g);AG polyinsaturés (g/100g);AG 4:0, butyrique (g/100g);AG 6:0, caproïque (g/100g);AG 8:0, caprylique (g/100g);AG 10:0, caprique (g/100g);AG 12:0, laurique (g/100g);AG 14:0, myristique (g/100g);AG 16:0, palmitique (g/100g);AG 18:0, stéarique (g/100g);AG 18:1 9c (n-9), oléique (g/100g);AG 18:2 9c,12c (n-6), linoléique (g/100g);AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100g);AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100g);AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g);AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g);Cholestérol (mg/100g);Sel chlorure de sodium (g/100g);Calcium (mg/100g);Chlorure (mg/100g);Cuivre (mg/100g);Fer (mg/100g);Iode (µg/100g);Magnésium (mg/100g);Manganèse (mg/100g);Phosphore (mg/100g);Potassium (mg/100g);Sélénium (µg/100g);Sodium (mg/100g);Zinc (mg/100g);Rétinol (µg/100g);Beta-Carotène (µg/100g);Vitamine D (µg/100g);Vitamine E (mg/100g);Vitamine K1 (µg/100g);Vitamine K2 (µg/100g);Vitamine C (mg/100g);Vitamine B1 ou Thiamine (mg/100g);Vitamine B2 ou Riboflavine (mg/100g);Vitamine B3 ou PP ou Niacine (mg/100g);Vitamine B5 ou Acide pantothénique (mg/100g);Vitamine B6 (mg/100g);Vitamine B9 ou Folates totaux (µg/100g);Vitamine B12 (µg/100g)
20;Fruits à coques et graines oléagineuses;15047;Chia, graine, séchée;1880; 454;1830; 443; 5.8;16.5;19.5;7.72;30.7;-;-;34.4;-; 4.8;0;0;3.33;2.31;23.7;-;-;-;-;-;0.03;2.17;0.91;-;5.84;17.8;-;-;-;0;0.04; 631;-;0.92;7.72;-; 335;2.72; 860; 407;-;  16;4.58;-;-;-; 0.5;-;-; 1.6;0.62;0.17;8.83;-;-;  49;0
20;Fruits à coques et graines oléagineuses;15020;Châtaigne, bouillie/cuite à l'eau; 587; 139; 581; 138;64.1;2.01;2.37;  27;1.38;-;22.8; 4.5;-;0.95;0;0;0.26;0.48;0.55;-;-;-;-;-;               0.006;0.23;               0.013;-;-;-;-;-;-;0;               0.035;  46;-;0.47;1.73; 0.1;  54;0.85;  99; 715; 2.2;  27;0.25;0;  10;0;   1;-;-;26.7;0.15; 0.1;0.73;0.32;0.23;  38;0
20;Fruits à coques et graines oléagineuses;15013;Crème de marrons;1130; 266;1130; 266;33.3;1.28;1.51;  63;0.67;-;11.5; 1.3;-;0.48;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10.3;-;-;-;-;-;-;-
20;Fruits à coques et graines oléagineuses;15028;Cucurbitacées, graine;2550; 615;2460; 593;5.23;30.2;35.6;4.71;49.1; 1.4;1.47;   6;-;4.78;0;0;8.66;16.2;  21;0;               0.001;0;               0.003;               0.006;               0.059;5.36;2.87;16.1;20.7;0.12;-;0;0;0;               0.018;  46;-;1.34;8.82;-; 592;4.54;1230; 809;-;   7;7.81;0;   9;0;2.18; 7.3;-; 1.9;0.27;0.15;4.99;0.75;0.14;  58;0
20;Fruits à coques et graines oléagineuses;9570;Farine de châtaigne;1530; 362;1520; 361;5.52;5.69; 6.1;70.4;3.43;-;46.9;12.6;-;2.34;0;0;0.52;0.97;-;-;-;-;-;-;              0.0055;0.44;               0.037;0.97;1.03;0.12;-;-;-;-;-;61.6;-; 0.5;< 0.1;-;67.9; 3.2;-;-;-;-; 1.1;-;-;-;-;-;-;  16;-;-; 2.1;1.53;0.58; 215;-
20;Fruits à coques et graines oléagineuses;15034;Lin, graine;2090; 506;2030; 491;5.93;20.2;23.9; 6.6;36.6;1.55;0;27.3;-;3.36;0;0;3.17;6.51;24.9;0;0;0;0;0;               0.007;1.87;1.15;5.37;4.31;16.7;0;0;0;0;               0.051; 228;-;1.22;10.2; 0.5; 372;2.48; 595; 641;  28;20.5;6.05;0;0;0;0.31; 4.3;-; 0.6;1.22; 0.2;3.08;0.99;0.63;93.7;0
20;Fruits à coques et graines oléagineuses;15029;Luzerne, graine germée; 122;29.2; 112;26.8;92.8;3.28;3.87;0.91; 0.7; 0.2;-; 1.9;-; 0.4;0;0;               0.069;               0.056;0.41;0;0;0;0;0;               0.002;               0.059;               0.008;               0.056;0.23;0.18;0;0;0;0;               0.015;  32;-;0.16;0.96;-;  27;0.19;  70;  79;-;   6;0.92;0;  87;0;0.02;30.5;-; 8.2;               0.076;0.13;0.48;0.56;               0.034;  36;0
20;Fruits à coques et graines oléagineuses;15004;Noisette;2810; 682;2770; 672;4.46;13.9;16.4;7.74;  63;4.34;0.48;8.95;-;1.96;0;0;4.46;45.7;7.92;0;0;0;0;0;< 0.019;2.89;1.57;  42;5.19;0.07;-;0;0;1.15;               0.044; 116;< 61; 1.5; 2.8; 5.6; 138; 3.9; 263; 551;< 5;17.5;2.25;0;  11;0;5.65;14.2;-;< 0.5;0.38;0.11; 1.1;0.93;0.34; 121;0
20;Fruits à coques et graines oléagineuses;15033;Noisette grillée;2900; 704;2860; 694;1.96;14.4;  17;5.77;  66;4.71;1.06; 9.4;-;2.45;0;0;4.51;46.6;8.46;-;-;0;0;0;0;3.18;1.27;-;-;-;-;0;0;0;-; 123;3.08;1.75;4.38;-; 173;5.55; 310; 755;-;-; 2.5;0;  36;0;15.3;-;-; 3.8;0.34;0.12;2.05;0.92;0.62;  88;0
20;Fruits à coques et graines oléagineuses;15019;Noix de cajou, grillée, salée;2620; 632;2570; 621;1.51;15.2;  18;26.7;49.5;8.01;17.7;3.85;-; 3.2;0;0;10.5;26.7;9.05;               0.009;0;               0.045;               0.045;0.21;               0.082;4.69;3.42;26.7;8.71; 0.1;0;0;0;1.79;1.15;40.3; 364;   2; 3.9; 6.2; 223; 1.1; 452; 546;< 5; 455; 5.4;0;0;0;0.75;34.7;-;< 0.5;0.36;0.15;1.14;0.49;0.38;51.4;0
20;Fruits à coques et graines oléagineuses;15006;Noix de coco, amande mûre, fraîche;1500; 365;1490; 362;45.8; 3.6;4.24;7.15;33.5;6.23;0;   9;-;0.97;0;0;29.7;1.43;0.37;0;0.19;2.35;-;14.9;3.87;2.84;1.73;-;-;-;-;0;0;0;               0.051;  14;-;0.44;2.43; 1.2;  32; 1.5; 113; 356;-;  20; 1.1;0;0;0;0.24; 0.2;-; 3.3;               0.066;0.02;0.54; 0.3;               0.054;  26;-
20;Fruits à coques et graines oléagineuses;15027;Noix de macadamia;3050; 740;3030; 735;1.45;7.14;8.42;8.35;72.9;4.57;1.05; 8.6;-;1.57;0;0;11.6;57.2;1.65;0;0;0;0;               0.076;0.66;6.04;2.33;-;-;-;-;0;0;0;               0.013;  85;-;0.76;3.69;   2; 130;4.13; 188; 368;-;   5; 1.3;0;-;0;0.54;-;-; 1.2; 1.2;0.16;2.47;0.76;0.28;  11;0
20;Fruits à coques et graines oléagineuses;15026;Noix de pécan;3030; 736;3010; 729;2.73;9.57;11.3;5.27;72.6;3.64;0.46;8.33;-; 1.5;0;0;6.62;40.6;23.1;0;0;0;0;0;0;4.44;1.77;40.6;22.1;1.01;0;0;0;0;              0.0025;69.8;-; 1.2;2.57;   2; 123;4.27; 277; 409; 5.2;   1;4.61;0;  29;0; 1.4; 3.5;-;0.97;0.59;0.12;1.17;0.82; 0.2;19.8;0
20;Fruits à coques et graines oléagineuses;15008;Noix du Brésil;2900; 702;2860; 694;2.76;14.8;  17;5.28;66.7;2.33;0.25; 6.4;-;4.04;0;0;16.2;21.8;25.6;0;0;0;0;0;               0.046;9.25;6.16;19.5;25.2;               0.059;-;0;0;0;              0.0075; 150;-;1.75;2.47;2.53; 367;   2; 658; 591; 103;   3;4.13;0;0;0;5.33;0;-; 0.7;0.87;               0.035;0.25;0.21; 0.1;  13;0
20;Fruits à coques et graines oléagineuses;15005;Noix, séchée, cerneaux;2880; 698;2840; 688; 4.2;  14;16.6;8.58;  65;2.86; 1.5;6.32;-;1.84;0;0; 6.1;  12;44.1;< 0.05;< 0.05;< 0.05;< 0.05;< 0.05;< 0.05;4.43; 1.6;-;36.7;7.41;-;0;0;0.63;               0.007;62.6;< 60;1.16; 3.2;   2; 124; 1.9; 343; 430;< 2.2; 2.8;2.53;0;  12;0; 0.7; 2.7;-; 1.3;0.36;               0.095;1.38;0.81;0.41; 137;< 0.08
20;Fruits à coques et graines oléagineuses;15025;Pignon de pin;2870; 695;2830; 685;2.45;13.7;16.2;6.31;  65;5.21; 1.1;  10;-;2.52;0;0;5.53;19.9;  33;0;0;0;0;0;< 0.02;3.23; 1.4;18.3;30.4;0.15;0;0;0;0;               0.023; 6.2;  61; 1.2; 4.6;11.2; 227; 8.2; 527; 662;< 5;   9; 5.6;0;  17;0;8.47;53.9;-;< 0.5;0.57;0.11;3.29;0.26;0.14;80.2;0
20;Fruits à coques et graines oléagineuses;15009;Pistache, grillée, salée;2550; 617;2500; 603;2.09;18.9;22.3;15.9;49.5;7.57;3.23;9.32;-;4.29;0;0;6.58;26.4;15.1;0;0;0;0;0;               0.032;5.07;0.67;26.2;14.2;0.23;-;0;0; 0.3;1.67;98.5; 728; 1.1; 2.4; 6.2; 105;0.65; 437; 655;< 5; 664; 2.3;0; 156;0;1.09;13.2;-;< 0.5;0.67;0.17; 1.2;0.43;1.41;94.2;0
20;Fruits à coques et graines oléagineuses;15201;Pâte d'amande, préemballée;1880; 450;1850; 443;14.1;   9;10.9;47.9;22.9;36.3;0; 4.8;-;1.37;0;0;2.01;  15;4.76;0;0;0;0;               0.003;               0.083;1.48;0.39;11.7;3.68;0.02;0;0;0;0;               0.038; 172;-;0.45; 1.6; 0.5; 130;0.86; 258; 314;-;   9;1.48;0;0;0;12.8;0;-; 0.1;               0.082;0.41;1.42;0.11;               0.036;  73;0
20;Fruits à coques et graines oléagineuses;20901;Soja, graine entière;1810; 432;1750; 419;7.77;34.5;37.8;20.8;19.2;7.33;12.3;  13; 0.5;4.79;0;0;2.72;4.41;10.8;-;-;-;-;               0.017;               0.045;1.93; 0.7;4.35;9.04;1.29;-;-;-;0;              0.0075; 220;-;0.88;15.7; 3.3; 253;2.26; 586;1740; 8.8;   3;2.95;0;  13;0;0.85;  47;-;   6;0.87;0.87;1.62;1.36; 0.4; 328;0
20;Fruits à coques et graines oléagineuses;15010;Sésame, graine;2480; 599;2420; 587;3.48;17.6;20.8;9.81;49.7; 0.3; 0.4;14.9;-;4.48;0;0;7.09;18.8;21.8;0;0;0;0;0;               0.085;4.22;2.78;18.7;21.2;0.26;0;0;0;0;< 0.1; 962;-;1.58;14.6;< 5; 324;1.24; 605; 468;26.5;2.31;5.74;0;   5;0;0.25;0;-;0;0.79;0.25;4.52;0.05;0.79;  97;0
20;Fruits à coques et graines oléagineuses;15203;Tahin ou Purée de sésame;2610; 631;2570; 621;3.03;17.7;20.3;13.8;53.4;0.49;-;   7;-;5.05;0;0;7.48;20.2;23.4;0;0;0;0;0;0.13;4.77;2.25;-;-;-;-;0;0;0;0.19; 284;-;1.61;6.69;-;  95;1.46; 761; 437;-;  75;4.62;0;  40;0;0.25;0;-; 4.2;1.41; 0.3;5.55;0.69;0.15;  98;0
20;Fruits à coques et graines oléagineuses;15011;Tournesol, graine;2700; 653;2640; 637;3.38;21.3;25.1;10.1;55.5;2.62; 3.8; 6.4;-;3.39;0;0;6.23;10.9;35.6;0;0;0;0;0;               0.039;2.66;2.53;-;27.8;0.16;-;               0.014;0;0;               0.011;86.5;-; 1.5; 4.9;   5; 364;1.95; 477; 578;8.41; 5.5; 3.8;0;  30;0;42.3;0;-; 1.4;1.98;0.16; 4.8;0.83;1.24; 254;0
08.4;Huiles et graisses végétales;16030;Beurre de cacao;3700; 900;3700; 900;0;   0;   0;0; 100;0;-;0;0;0;0;0;59.7;32.9;   3;0;0;0;0;0; 0.1;25.4;33.2;32.6; 2.8; 0.1;0;0;0;0;0;0;-;0;0;0;0;0;0;0;0;0;0;0;0;0; 1.8;24.7;-;0;0;0;0;0;0;0;0
08.4;Huiles et graisses végétales;17030;Huile d'amande;3700; 900;3700; 900;0;   0;   0;0; 100;0;-;0;0;0;0;0; 8.2;69.9;17.4;0;0;0;0;0;0; 6.5; 1.7;-;-;-;-;0;0;0;0;0;-;0;0;-;0;-;0;0;-;0;0;0;0;0;39.2;   7;-;0;0;0;0;0;0;0;0
08.4;Huiles et graisses végétales;17020;Huile d'amandes d'abricot;3700; 900;3700; 900;0;   0;   0;0; 100;0;-;0;0;0;0;0; 6.3;  60;29.3;0;0;0;0;0;0; 5.8; 0.5;-;-;-;-;0;0;0;0;0;-;-;0;-;0;-;0;0;-;0;0;0;0;-;   4;-;-;0;0;0;0;0;0;0;0
08.4;Huiles et graisses végétales;17040;Huile d'arachide;3700; 900;3700; 900;0;   0;   0;0; 100;0;0;0;0;0;0;0;16.6;51.8;24.8;0;0;0;0;< 0.049;               0.065;8.89;2.53;51.3;24.6;0.16;-;0;0;0.75;0;0;0;0;0.03; 0.8;0;0;0;0;< 5;0;0.01;0;< 0.008;0;10.1; 0.7;-;0;0;0;0;0;0;0;0
08.4;Huiles et graisses végétales;17900;Huile d'argan ou d'argane;3650; 889;3650; 889;-;0;0;0;98.7;0;-;0;0;-;0;0;17.6;44.8;33.3;-;-;-;-;-;0.15;11.8;4.99;43.8;  33;0.13;0;0;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-; 3.6;-;-;-;-;-;-;-;-;-;-
08.4;Huiles et graisses végétales;17100;Huile d'avocat;3700; 900;3700; 900;0;   0;   0;0; 100;0;-;0;0;0;0;0;17.9;65.2;10.5;-;-;-;-;-;               0.083;16.9;0.75;50.3;-;0.55;0;0;-;-;0;0;-;0;0;-;0;0;0;0;-;0;0;0;< 50;-;45.3;-;-;0;0;0;0;0;0;0;0
08.4;Huiles et graisses végétales;17270;Huile d'olive vierge extra;3700; 900;3700; 900;0;   0;   0;0; 100;0;0;0;0;0;0;0;11.9;75.2;7.39;< 0.05;< 0.05;< 0.05;< 0.05;< 0.05;< 0.05;8.26;2.99;  71;6.75;0.64;0;0;0;0.15;              0.0084;< 2.57;0;              0.0049;               0.044; 0.8;< 0.58;              0.0033;0;< 0.81;< 10;< 1.11;               0.018;0;0;0;21.7;  52;-;0;0;0;0;0;0;0;0
08.4;Huiles et graisses végétales;17126;Huile de carthame;3700; 900;3700; 900;0;   0;   0;0; 100;0;-;0;0;0;0;0;6.69;44.7;44.1;0;0;0;0;0;               0.093;4.43;1.92;44.5;13.6;               0.096;0;0;0;0;0;0;-;0;0;-;0;0;0;0;-;0;0;0;0;0;36.4;5.05;-;0;0;0;0;0;0;0;0
08.4;Huiles et graisses végétales;17130;Huile de colza;3700; 900;3700; 900;0;   0;   0;0; 100;0;0;0;0;0;0;0;7.26;59.7;26.9;0;0;0;              0.0038;               0.083;               0.058;4.52;1.65;55.2;19.3; 7.6;0;0;0; 2.3;0;< 2.57;0;              0.0052;               0.023; 0.8;< 0.58;< 0.0015;0;< 0.81;< 10;< 1.11;               0.026;0;0;0;27.7; 105;-;0;0;0;0;0;0;0;0
08.4;Huiles et graisses végétales;17170;Huile de coton;3700; 900;3700; 900;0;   0;   0;0; 100;0;-;0;0;0;0;0;25.9;17.8;51.9;0;0;0;0;0; 0.8;22.7; 2.3;  17;51.5; 0.2; 0.1;0;0;0;0;0;-;0;0;0;0;0;0;0;0;0;0;0;0;0;35.3;24.7;-;0;0;0;0;0;0;0;0
08.4;Huiles et graisses végétales;17110;Huile de germe de blé;3700; 900;3700; 900;0;   0;   0;0; 100;0;0;0;0;0;0;0;17.4;  14;61.7;0;0;0;0;0;               0.093;15.4;0.46;12.5;46.9;5.91;0;0;0;0;0;0;-;0;0;-;0;-;0;0;-;0;0;0;0;0; 149;24.7;-;0;0;0;0;0;0;0;0
08.4;Huiles et graisses végétales;17180;Huile de lin;3700; 900;3700; 900;0;0;0;0; 100;0;-;0;0;0;0;0;9.19;19.3;66.9;0;0;0;               0.008;               0.018;               0.077; 5.2;3.73;19.2;13.5;53.3;0;0;0;0;0;   1;-;0;0;-;0;0;   1;0;-;0;0.07;0;0;0;8.99; 9.3;-;0;0;0;0;-;0;0;0
08.4;Huiles et graisses végétales;17190;Huile de maïs;3700; 900;3700; 900;0;   0;   0;0; 100;0;0;0;0;0;0;0;12.2;27.5;55.4;0;0;0;0;0;               0.026;9.79;1.77;25.9;54.1;1.04;0;0;0; 1.5;0;0; 0.1;0;0.03; 0.8;0;0;0;0;0;0;0;0;0;0;13.2;2.23;-;0;0;0;0;0;0;0;0
08.4;Huiles et graisses végétales;17210;Huile de noisette;3700; 900;3700; 900;0;   0;   0;0; 100;0;0;0;0;0;0;0;8.34;75.4;12.9;0;0;0;0;< 0.05;               0.075;5.58;2.52;72.7;11.7;0.36;0;0;0; 0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.6;-;-;0;0;0;0;0;0;0;0
08.4;Huiles et graisses végétales;17220;Huile de noix;3700; 900;3700; 900;0;   0;   0;0; 100;0;0;0;0;0;0;0;  10;16.8;69.6;0;0;0;0;< 0.049;< 0.049;7.15;2.51;15.2;56.1;11.9;0;0;0;1.09;0;0;0;0;0; 0.8;0;0;0;0;< 5;0;0;0;< 0.008;0;1.81;  15;-;0;0;0;0;0;0;0;0
08.4;Huiles et graisses végétales;16150;Huile de palme raffinée;3700; 900;3700; 900;0;0;0;0; 100;0;-;0;0;0;0;0;49.3;  37; 9.3;0;0;0;0; 0.1;   1;43.5; 4.3;36.6; 9.1; 0.2;0;0;0;0;0;0;-;-;0.01;-;0;-;0;0;-;0;-;0;-;0;15.9;   8;-;0;0;0;0;0;0;0;0
08.4;Huiles et graisses végétales;16129;Huile de palme, sans précision;3700; 900;3700; 900;0;   0;   0;0; 100;0;-;0;0;0;0;0;49.3;  37; 9.3;0;0;0;-; 0.1;   1;43.5; 4.3;-;-;-;-;0;0;0;0;0;-;0;0.01;-;0;-;0;0;-;0;0;0;0;-;15.9;   8;-;0;0;0;0;0;0;0;0
08.4;Huiles et graisses végétales;17350;Huile de pépins de raisin;3700; 900;3700; 900;0;   0;   0;0; 100;0;0;0;0;0;0;0;11.2;  19;64.3;0;0;0;0;< 0.049;               0.077;6.85;3.85;18.4;  64;0.34;0;0;0; 0.4;0;0;0;0;0; 0.8;0;0;0;0;< 5;0;0;0;< 0.008;0;9.67;-;-;0;0;0;0;0;0;0;0
08.4;Huiles et graisses végétales;17420;Huile de soja;3700; 900;3700; 900;0;   0;   0;0; 100;0;0;0;0;0;0;0;14.7;22.1;59.1;0;0;0;0;0;               0.081;  10;3.96;21.9;  52;6.89;0;0;0;0;0;< 2.57;-;              0.0039;               0.041; 0.8;1.52;               0.013;0;1.85;< 10;< 1.11;0.11;0;0;0;11.6; 290;-;0;0;0;0;0;0;0;0
08.4;Huiles et graisses végétales;17400;Huile de sésame;3700; 900;3700; 900;0;   0;   0;0; 100;0;0;0;0;0;0;0;14.9;40.2;  40;0;0;0;0;0;0;8.37;5.53;38.5;39.6;0.38;0;0;0;0;0;0;-;0;0;-;0;-;0;0;-;0;0;0;0;0; 1.1;13.6;-;0;0;0;0;0;0;0;0
08.4;Huiles et graisses végétales;17440;Huile de tournesol;3700; 900;3700; 900;0;   0;   0;0; 100;0;0;0;0;0;0;0;10.9;30.8;54.5;0;0;0;0;< 0.049;               0.057;6.04;3.57;29.4;54.4;               0.075;0;0;0;< 0.1;0;< 2.57;0;              0.0042;               0.019; 0.8;< 0.58;              0.0022;0;< 0.81;< 10;< 1.11;0;0;0;0;58.3; 6.9;-;0;0;0;0;0;0;0;0
08.4;Huiles et graisses végétales;16128;Huile pour friture, sans précision;3560; 866;3560; 866;-;0;0;0;96.2;0;-;0;0;0;0;0;9.67;  39;43.3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;30.5;-;-;-;-;-;-;-;-;-;-
08.4;Huiles et graisses végétales;16080;Matière grasse ou graisse végétale solide (type margarine) pour friture;3700; 900;3700; 900;-;0;0;0; 100;0;-;0;0;traces;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;-;-;0;traces;0;-;0;0;-;0;-;-;0;0;-;-;-;0;0;0;0;-;0;0;0
30;Ingrédients divers;11507;Bicarbonate de soude; 1.7; 0.4; 1.7; 0.4; 0.2; 0.1; 0.1;0;0;0;-;0;0;68.4;0;traces;0;0;0;0;0;0;0;0;0;0;0;-;-;-;-;0;0;0;68.4;0;-;0;0;-;0;0;0;0;-;               27400;0;0;0;0;0;0;-;0;0;0;0;0;0;0;0
30;Ingrédients divers;11007;Gélatine, sèche;1480; 348;1480; 348;11.3;86.9;86.9;0; 0.1;0;-;0;0;1.28;0;traces;               0.036;               0.041;-;-;-;-;-;-;               0.003;               0.022;0.01;               0.034;               0.002;               0.001;               0.001;0;-;-;0.75; 280;-;-; 1.2;   5;  22;-;  32;  14;-; 298;-;0;-;0;0;-;-;0;0;0.07;0;0;               0.006;0;0
30;Ingrédients divers;31047;Gélifiant pour confitures;1170; 278;1170; 278; 7.2;0;0;  62;0;  62;0;  15;0;-;0;traces;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
30;Ingrédients divers;11046;Levure chimique ou Poudre à lever;-;-;-;-; 8.6;1.96;1.96;33.2; 0.2; 0.1;-; 1.9;0;  55;0;-;< 0.1;< 0.17;< 0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.4;8960;-;               0.012;11.1;-;  21;               0.013;7240;30.8;-;               14200;               0.015;0;0;0;0;0;-;0;0;0;0;0;0;0;0
30;Ingrédients divers;11010;Levure de boulanger, compressée;-;-;-;-;  69;8.23; 8.3;11.9; 1.9;0;-;7.15;0; 1.8;0;-;0.26;1.14;              0.0045;0;0;0;0;               0.013;0;0.19;               0.065;0.58;              0.0045;0;0;0;0;0;               0.058;  17;  20;0.15;2.43; 0.6;35.5;0.26; 338; 606;   1;  23;7.24;0;0;0; 0.2;0;-; 0.1;1.18;1.27; 9.9; 4.2;0.77; 893;0.01
30;Ingrédients divers;20916;Miso;-;-;-;-;  48;10.7;11.7;18.1;5.31; 6.2;-; 5.4;0;10.6;0;-;1.01; 1.1;2.83;0;0;0;0;0;               0.016;0.78;0.21;-;-;-;-;0;0;0;8.35;62.5;-;0.42; 2.1;-;  48;0.86; 235; 273;-;3340;2.56;0;  52;0;0.01;29.3;-;0;               0.079;0.17; 0.6;0.34; 0.2;  19;0.08
30;Ingrédients divers;20917;Tempeh;-;-;-;-;59.7;18.5;20.3; 6.4;10.8; 0.9; 4.6; 4.1;0;1.62;0;-;2.22;   3;3.83;-;-;0;0;0;0.02; 1.5; 0.6;-;-;-;-;-;-;0;               0.023; 111;-;0.56; 2.7;-;  81; 1.3; 266; 412;-;   9;1.14;0;  30;0;-;-;-;0;               0.078;0.36;2.64;0.28;0.22;  24;0.08
12.1;Jambons cuits;28922;Dés, allumettes, râpé ou haché de jambon; 508; 121; 508; 121;-;17.9;17.9;2.08;4.46;1.69;-;0.36;0;2.06;0;traces;1.81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.06;-;-;-;-;-;-;-;-;-;-; 811;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12.1;Jambons cuits;28727;Filet de bacon; 505; 120; 505; 120;70.1;23.1;23.1;   1; 2.6;< 0.2;-;0;0;4.24;0;traces;1.02;1.15;0.31;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;0.04;0.62;0.32;0.97;0.27;               0.019;               0.019;< 0.01;< 0.01;47.2;3.18; 3.8;1820;0.03; 0.4;< 20;  23;< 0.01; 190; 470;< 20;1270; 1.4;< 21;0;-;0.45;< 0.8;-;6.55; 0.6;               0.082;6.53;0.93;0.34;49.1;0.38
12.1;Jambons cuits;28910;Jambon cuit, choix; 528; 125; 528; 125;70.9;19.5;19.5; 1.7; 4.5; 1.7;-;0.08;0;3.72;0;traces;1.78;2.12;0.38;0;0;0;               0.003;              0.0067;               0.066;1.12;0.59;-;-;-;-;0;0;  57; 2.1;  24;1330;               0.089;1.02;-;  22;0.56; 153; 287;-; 945;1.35;0;0; 0.7;0.08;0;-;   4;0.63;0.18; 2.9;0.44;0.33;   7;0.42
12.1;Jambons cuits;28925;Jambon cuit, de Paris, découenné dégraissé; 481; 114; 481; 114;72.8;  21;  21;0.65;   3;0.58;-;< 0.38;0;3.03;0;traces;1.25;1.19;0.42;-;-;-;              0.0021;              0.0036;               0.043;0.79;0.25;1.19;0.32;               0.037;              0.0068;               0.052;              0.0085;39.8;1.87;  10;1060;0.11;1.12;< 5;26.3;               0.032; 426; 350;23.4; 745;3.24;2.67;0;< 0.5;0.26;0;-;18.1;0.71;0.35;4.91;0.67;0.42;  16;0.73
12.1;Jambons cuits;28803;Jambon cuit, fumé; 569; 135; 569; 135;73.2;  20;  20;0.79; 5.8;0.62;0; 0.1;0; 2.6;0;traces;2.36;2.65;0.52;-;-;-;              0.0019;              0.0058;0.12;2.01;0.23;2.65;0.41;0.04;              0.0059;               0.068;-;34.1;1.93; 4.3; 1.3;               0.077;1.77;< 5;23.5;< 0.1; 322; 261;  14; 797; 1.8;0;0;0.63; 0.1;0;-;-;0.65;0.17;6.95;0.42;0.46;17.4;0.28
12.1;Jambons cuits;28919;Jambon cuit, standard, découenné dégraissé; 617; 147; 617; 147;66.7;17.7;17.7; 3.2;6.84; 2.1;-;   1;0;4.08;0;traces;2.18;3.44;0.97;-;-;0;0;               0.014;               0.069;1.28;0.81;1.66;0.38;               0.027;               0.045;0;0;  53;2.06;6.65;1100;               0.061;0.72;7.47;28.4;              0.0077; 241; 371;< 10; 823;1.89;0;-; 0.8; 0.2;0;-;-;0.63;0.29;5.03;0.58;0.29;2.55; 0.7
12.1;Jambons cuits;28900;Jambon cuit, supérieur; 542; 129; 542; 129;73.3;20.8;20.8;0.87;4.71;0.83;0;traces;0;2.78;0;traces;1.68;1.12;0.34;0;0;0;0;0;0.03;0.55;0.29;-;0.25;               0.013;-;0;0;60.4;1.77;< 20; 935; 0.2;0.54;-;22.5;< 0.2; 193; 362;10.4; 751;   2;0;0;< 0.25;0.25;0;-;-;0.54; 0.2;5.73; 0.4; 0.3;< 2;0.31
12.1;Jambons cuits;28964;Jambon de dinde ou Blanc de dinde en tranche; 441; 104; 441; 104;  74;20.9;20.9;1.29;1.67;1.08;-;0.39;0;3.05;0;traces;0.54;0.57;0.46;< 0.00076;< 0.00076;< 0.00076;< 0.00076;               0.003;               0.011;0.36; 0.1;0.47;0.39;               0.032;               0.017;              0.0015;               0.003;39.3; 1.9; 7.1;1140;0.04;0.35;< 20;  26;0.02; 230; 370;< 50; 763;0.92;< 21;-;-;0.11;< 0.8;-;26.3;               0.058;               0.065;8.86;0.61;0.35;17.3; 0.6
